Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR
Gregory Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-74.031,36.0302,389.0,9.3777,7.822,0.4445,7.4166,1.1115,8.9608,13,12,12,3,3,1,3,3,3,1,2,2,4,3,3,3,3
Oconnell-Cummings,Emerging Markets,EM - Americas,Real Estate & Construction,0,11.0541,4.1445,6.9095,52.3638,40.4621,31.1406,20.0695,1.7999,-0.431,9.6536,9.0632,10.0449,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3
Nguyen-Brown,Developed Markets,DM - Europe,Services & Communications,0,10.0024,10.0547,-0.0522,37.6316,42.7663,85.0811,9.0664,10.8164,0.4551,9.7927,0.6228,10.9134,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
Ward-Little,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,-21.0526,20.8921,338.0,7.2928,11.4905,1.6377,8.9876,1.221,12.6277,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Johnson, Strong and Russell",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,0.0,0.0,0.0,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Ballard, Porter and Soto",Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Hill-Adams,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,7.0012,1.0426,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Strong-Harvey,Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,,32.9875,513.6935,15.9856,11.3928,,6.3531,2.2273,14.111,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Hunt-Carr,Emerging Markets,EM - Americas,Natural Resources,1,15.3874,6.1526,9.2348,,27.6078,,11.3686,15.3874,0.5118,15.3874,0.0,15.3874,15,12,13,3,3,3,3,3,3,1,3,2,3,3,5,3,3
Simmons-Pearson,Emerging Markets,EM - Asia,Utilities,1,14.111,10.801,3.31,,43.5391,,23.0074,11.3928,,6.3083,1.9691,14.111,9,14,14,1,2,1,2,3,3,3,3,2,3,3,4,3,4
"Joyce, Thompson and Pittman",Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,6.3159,6.4122,23.9686,0.0,0.0,0.0,3.3427,0.0,11.5646,7.9284,11.9083,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Wilson, Alvarez and Foley",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1337,0.0,9.2709,1.9048,12.8547,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Pittman, Skinner and Hill",Emerging Markets,EM - Asia,Utilities,1,14.111,,,,22.7089,417.5759,7.1742,11.3928,,7.3569,1.8712,14.111,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3
Paul and Sons,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.98,1.3275,10.018,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Reid, Castillo and Hall",Emerging Markets,EM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6021,0.0,7.2892,3.2434,14.7421,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Meyer-Orr,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0381,0.0,3.2515,1.4843,17.1769,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3
Archer LLC,Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8858,0.0,3.0611,1.5929,7.8508,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Roberts Group,Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2039,0.0,6.7961,4.9498,13.8399,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"Wolfe, Price and Fischer",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.5097,1.575,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Hall-Russell,Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1289,0.0,10.7847,9.3069,13.9979,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Myers-Chan,Developed Markets,DM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7604,0.0,10.5951,1.0575,13.7254,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Campos PLC,Emerging Markets,EM - Americas,Natural Resources,1,14.3184,11.152,3.1665,-58.8235,27.4523,106.803,20.9168,10.1047,-1.0902,5.7972,2.3855,13.2711,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Steele-Myers,Developed Markets,DM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Duffy-Goodwin,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0527,0.0,8.5591,2.1865,11.7737,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Hoover, Reynolds and Cole",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4515,0.0,11.8282,11.6452,12.0875,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"Garrett, Stewart and Caldwell",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9187,0.0,9.1777,2.3656,15.6397,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
Trevino-Smith,Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,6.759,0.0,10.7837,9.1771,13.055,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Valdez Inc,Developed Markets,DM - Europe,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0752,0.0,5.1627,1.1317,14.2502,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Taylor-Jackson,Emerging Markets,EM - Asia,Natural Resources,1,14.111,,,-7.6961,12.832,32.3765,-0.7968,8.3294,0.7598,6.8827,2.0258,11.0476,13,12,13,3,3,3,3,1,2,1,3,3,3,3,3,4,3
"Evans, Jackson and Roberts",Emerging Markets,EM - Americas,Industrials & Transportation,1,15.3874,6.1526,9.2348,,27.6078,,11.3686,15.3874,,15.3874,0.0,15.3874,12,10,13,3,2,2,3,2,1,3,3,1,2,3,5,3,3
"Graham, Rodriguez and Singleton",Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,23.0769,0.0,0.0,0.0,5.6454,0.0,8.8025,6.2967,14.211,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Figueroa, Berg and Wilson",Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.9391,0.0,9.7306,1.1662,12.0796,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Ruiz, Robinson and Barr",Developed Markets,DM - Europe,Natural Resources,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
"Wheeler, Hubbard and Barron",Emerging Markets,EM - CEEMEA,Utilities,1,,,,-78.4872,30.23,184.7107,10.2988,8.0254,,10.2225,6.6222,10.7096,13,14,14,3,3,1,3,3,3,3,3,2,3,3,3,4,4
Evans Ltd,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,64.7583,82.2,19.9135,8.8808,0.0,0.0,0.0,0.0,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Meyers-Tucker,Developed Markets,DM - Americas,Services & Communications,1,10.7096,8.0254,2.6842,-32.5,59.7389,,19.9516,7.9926,0.4041,7.2255,4.1182,10.6768,9,10,13,1,3,1,1,3,1,3,3,1,2,3,4,3,3
Vazquez PLC,Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9141,0.0,13.0771,0.0,13.0771,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Carrillo, Shaw and Perez",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6876,0.0,10.9552,8.2822,14.3236,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Adams, Salazar and King",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9791,0.0,7.3299,2.0237,16.7001,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Golden, Bass and Cooper",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,7.8353,1.0619,10.018,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Shaw-Mclaughlin,Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1865,0.0,5.5927,4.3166,16.7521,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Hubbard-Jones,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Summers PLC,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,4.8589,1.8671,13.7189,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Stewart Inc,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9187,0.0,9.1777,2.3656,15.6397,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Ross Ltd,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
Villanueva and Sons,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,8.4915,1.407,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Stewart, Wall and Stokes",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,4.7846,2.8771,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Noble, Hooper and Cabrera",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4968,0.0,4.0046,1.9869,11.2818,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Cox-Smith,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.4011,0.8466,10.018,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Kidd-Moore,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3219,0.0,7.3994,-0.0754,13.0869,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3
White-Stone,Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,511.0109,0.0,2111.354,9.4788,10.5748,-0.7508,3.9451,0.7072,10.9288,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Martin-Banks,Developed Markets,DM - Europe,"Food, Beverage & Tobacco",0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,10,13,12,1,2,2,3,2,3,3,3,1,3,3,3,3,3
"Dean, Lamb and Cross",Developed Markets,DM - Asia,Real Estate & Construction,1,14.111,,,88.8112,28.4908,48.8701,25.693,8.6291,-0.0241,5.896,2.8385,11.3472,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Chan-Hernandez,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Castro-Nelson,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Hunt-Levy,Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Erickson, Harper and Gonzalez",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5341,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Richardson PLC,Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5341,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Frazier, Simmons and Kemp",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3694,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Santos, Green and Perez",Developed Markets,DM - Americas,Natural Resources,0,8.9564,7.2763,1.6801,0.0,0.0,0.0,0.0,8.0804,0.0,7.8805,1.1722,9.2176,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Wilson-Riley,Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,68.5118,45.0136,0.8382,33.0611,6.1289,0.0,7.8555,5.6411,13.9979,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Anthony, Jimenez and Stone",Developed Markets,DM - Americas,Natural Resources,1,8.9493,7.2477,1.7016,,47.0804,368.5549,8.045,13.1249,,10.8087,3.2439,14.8265,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Baker-Scott,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,60.25,0.0,158.381,54.0654,7.0728,0.3601,6.21,1.2724,8.2116,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Hickman, Johnson and Harrison",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6769,0.0,12.3104,9.9353,23.5069,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Moreno, Bond and Powell",Emerging Markets,EM - Asia,Utilities,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,16.0931,0.0,13.6788,5.6515,22.3891,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Collins-Roberts,Emerging Markets,EM - Asia,Natural Resources,0,7.9739,4.6779,3.296,-76.593,0.0,0.0,3.3494,5.8817,0.0,8.0536,3.7052,9.1317,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Graham LLC,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,12.1949,0.0,6.8232,0.7372,12.9909,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Harvey Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.9391,0.0,9.7306,1.1662,12.0796,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Yates and Sons,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5291,0.0,10.0185,1.7506,12.2501,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Ray, Wagner and Miller",Emerging Markets,EM - CEEMEA,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,8.2651,1.4271,10.018,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
"Webb, Miller and Russell",Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3103,0.0,7.6528,2.0879,13.0313,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Barr-Wong,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8525,0.0,10.4529,2.7303,11.5735,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Hendricks, Davis and Brown",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399,0.0,9.03,8.2574,10.3055,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Taylor LLC,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.8248,1.7499,10.018,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Morgan-Baker,Developed Markets,DM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.7245,0.6457,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Garcia, French and Delgado",Developed Markets,DM - Europe,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,2.5279,1.2878,12.9909,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Vaughan-Zhang,Developed Markets,DM - Asia,"Retail, Consumer & Healthcare",0,7.9467,6.6247,1.322,0.0,0.0,0.0,0.0,7.3945,0.0,7.0283,1.5353,8.6085,11,10,12,2,3,1,3,2,1,3,3,1,2,3,3,3,3
Hudson-Roth,Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.7245,0.6457,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
Payne Group,Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1763,0.0,3.7377,0.9917,4.3151,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Barrett, Parsons and Chambers",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.417,1.4433,10.018,10,14,12,1,2,2,2,3,2,4,3,1,4,3,3,3,3
Gutierrez LLC,Developed Markets,DM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1915,0.0,7.0799,2.0205,10.9125,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Hoover LLC,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.8951,1.1271,10.018,12,11,12,2,2,3,3,2,1,3,3,1,3,3,3,3,3
Mcgrath-Mayo,Developed Markets,DM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3919,0.0,6.6303,1.5973,14.9019,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Clark-Butler,Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6153,0.0,8.2275,6.6154,11.1809,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Morton-Smith,Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5341,0.0,11.4076,7.8929,15.0997,17,17,12,3,3,3,5,3,5,1,3,3,5,3,3,3,3
"Valdez, Evans and Leblanc",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,2.5279,1.2878,12.9909,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Johnson, Mercer and Ruiz",Developed Markets,DM - Europe,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0718,0.0,1.847,6.9793,9.2858,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Evans-Thomas,Developed Markets,DM - Asia,Natural Resources,0,7.9467,6.6247,1.322,0.0,0.0,0.0,0.0,7.3945,0.0,7.0283,1.5353,8.6085,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Anderson-Montes,Emerging Markets,EM - Americas,Natural Resources,1,14.3184,11.152,3.1665,-91.4837,26.6237,253.139,6.1603,11.152,,9.8603,4.4298,14.3184,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Santiago, Martinez and Brady",Emerging Markets,EM - Americas,Natural Resources,1,11.6515,4.8641,6.7874,-82.3093,20.2571,852.8762,9.9819,1.801,,9.2311,9.7395,8.5884,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Sampson, Lin and James",Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
White-Tyler,Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,,57.1327,673.0,-3.2194,8.0254,,7.0746,3.6909,10.7096,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Hunter Group,Emerging Markets,EM - Americas,Utilities,1,15.3874,6.1526,9.2348,,29.3534,225.1083,-23.8203,4.1914,,15.371,15.729,13.4262,9,14,13,1,2,1,2,3,3,3,3,2,3,3,3,3,4
Hines Group,Developed Markets,DM - Europe,Utilities,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,15,15,12,3,3,1,3,5,3,3,3,2,4,3,3,3,3
"Nguyen, Brown and Guerrero",Emerging Markets,EM - Asia,Utilities,1,14.111,10.801,3.31,0.0,43.5391,,23.0074,11.3928,,6.3083,1.9691,14.111,13,14,14,3,3,1,3,3,3,3,3,2,3,3,4,3,4
"Brown, Lucas and Davis",Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,12.1949,0.0,7.2309,0.9455,12.9909,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Morrison Inc,Developed Markets,DM - Americas,Services & Communications,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,5.3641,0.0,5.3578,1.2207,6.5013,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Mccormick-Cruz,Developed Markets,DM - Americas,Utilities,0,8.6985,7.0075,1.691,0.0,0.0,0.0,0.0,10.4439,0.0,5.8583,1.5617,11.5794,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Elliott, Stewart and Myers",Developed Markets,DM - Europe,Utilities,0,9.0941,9.099,-0.0048,0.0,0.0,0.0,0.0,9.4168,0.0,8.0914,0.6,9.7708,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Gutierrez, Phillips and Smith",Developed Markets,DM - Asia,Natural Resources,0,11.6851,10.1275,1.5577,0.0,0.0,0.0,0.0,9.0217,0.0,3.0466,1.0818,9.9867,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Holland, Campos and Craig",Developed Markets,DM - Asia,Natural Resources,0,8.5869,8.6679,-0.081,0.0,0.0,0.0,0.0,11.0658,0.0,9.2482,0.1494,11.1468,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Shea Ltd,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2236,0.0,2.6775,1.7709,9.3608,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Price-Stone,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,13.091,0.0,6.2425,1.0574,13.887,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Lozano Inc,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.1306,0.9674,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Davis and Sons,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,2.5279,1.2878,12.9909,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Knapp, Kelly and Ortiz",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.1501,1.4538,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Shepard-Jones,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,6.8049,0.9071,10.018,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Taylor, Lam and Henry",Emerging Markets,EM - Asia,Natural Resources,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,8.7489,0.0,12.7071,1.5436,15.0449,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Reeves, Bean and Kaiser",Emerging Markets,EM - Asia,Natural Resources,1,,,,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,15,12,13,3,3,3,3,3,3,1,3,2,3,3,4,3,3
Baldwin-Hunter,Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.8805,0.0,10.0179,1.1619,12.0177,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Malone, Gonzalez and Lee",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,-32.5,59.7389,,19.9516,7.9926,0.4041,7.2255,4.1182,10.6768,15,12,13,3,3,3,3,3,3,1,3,2,3,3,4,3,3
"Herman, Lamb and Key",Developed Markets,DM - Americas,Services & Communications,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Kennedy-Johnson,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,19.55,260.0,3.346,15.2827,0.0,11.7801,1.6748,16.4199,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
